title,content,author,category,published_date,page_url
Agradaa's plea bargain talks with AG near completion  Defence counsel,"Defence counsel for Patricia Asiedua Asiamah, also known as Agradaa, has told an Accra High Court that discussions with the Attorney-General on a plea bargain have reached an advanced stage.
Counsel, therefore, prayed the court for a short adjournment when the case was called before a new judge.
He indicated that the defence would not begin the trial de novo but would adopt the previous proceedings.
The lawyer, however, expressed concern about media interviews being granted by the complainant, Emmanuel Appiah Fumum, saying such conduct was inappropriate.
He prayed the court to advice the complainant, adding that if his client responded to those interviews, it could generate further issues.
A Senior State Attorney representing the prosecution confirmed the ongoing plea bargaining discussions with the Attorney-General.
The prosecution also indicated that it was considering applying for a bench warrant for the second accused person.
The trial judge, after hearing the parties, directed the court registry to serve hearing notices on the second accused, Enock Owusu Kissi.
The judge further ordered parties to file their settlement terms before the next adjourned date, December 16, 2025.
Agradaa, founder of the Heaven Way Champion International Ministry, and her co-accused, Charles Omane, also known as One Gig, had earlier filed a notice for plea bargaining.
They were expected to open their defence before the court.
Kissi, an accomplice, is contesting a ruling on a submission of no case after the court ordered him to open his defence.
Agradaa, who is already serving a 15-year jail term in a separate matter, has been charged with non-consensual distribution and possession of intimate images.
Her co-accused are facing charges of abetment in the dissemination of intimate images of the complainant, allegedly aired on Thunder TV in 2021.
All three accused persons have pleaded not guilty.",,Crime,  4 December 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Agradaa-s-plea-bargain-talks-with-AG-near-completion-Defence-counsel-2012160
Self-acclaimed businessman grabbed over alleged phone robbery,"A 35-year-old self-acclaimed businessman has appeared before an Accra Circuit Court for allegedly robbing a public servant of her Samsung fourfold mobile phone at Tse Addo in Accra.
Daniel Koranteng and his accomplice, who is now large, have been charged with conspiracy to commit crime to wit robbery and robbery,
Koranteng has pleaded not guilty.
The court presided over by Susana Eduful has admitted Koranteng to bail in the sum of GHc100,000 and adjourned the matter to 28 January, 2026.
Prosecutions case is that the complainant Portia Amoah is a Civil servant and a resident of Tse-Addo whilst accused person Daniel Koranteng is a self-acclaimed businessman residing at East Legon Hills.
On October 14, 2025, at 6:45am, Prosecution said the complainant left her residence for a morning walk towards the Tse-Addo roundabout area.
On reaching a section of the road closer to Tse-Addo roundabout area, Koranteng and his accomplice, with intent to embark on robbery spree, had rented an army green Toyota Highlander 44 with registration No. GE 9134-25.
Prosecution told the court that Koranteng and his accomplice removed the registration number, seemingly making it an unregistered car and used same to embark on the robbery spree within Accra. His accomplice was the driver and the accused person was in the front passenger seat.
While on their mission around Tse -Addo area, they spotted the complainant holding her Samsung fold 4 smart phone valued GHC18,000 on the street.
Koranteng and his accomplice stopped by and asked the complainant for directions to Tse- Addo last stop.
When the complainant drew closer to them to direct them to Tse-Addo last stop, Koranteng told her that her cellphone was nice and that she should give it to him.
Complainant who took the accused persons request as a joke responded that it was her only phone.
Suddenly, according to prosecution, Koranteng pulled a shot gun, pointed it at her and ordered her to open her phone security code without making any noise.
The complainant trembling with fear, complied and handed the phone over to Koranteng. Koranteng and his accomplice and they sped off.
The court heard that on the same day, the complainant lodged a complaint with the Teshie Rasta Police Post.
During investigation, it came to light that Koranteng and his accomplice had robbed another victim using the same modus operandi at Spintex but were given a hot chase to Nungua Cocon street where they crushed the 44 car into a school building.
The accused person was arrested by the mob while his accomplice managed to escape with some of their booty.
Prosecution said Koranteng was nearly lynched but for timely intervention of Police.
The court was told that videos of the scene went viral and the complainant got a copy of it, viewed it and identified Koranteng and she alerted Police at Rasta in Tse Addo.
Police picked up Koranteng whiles in the custody of Baatsona Police
During interrogation, Koranteng denied the offence.
The prosecutor said Korantengs accomplice was being pursued to retrieve the phone.",,Crime,  4 December 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Self-acclaimed-businessman-grabbed-over-alleged-phone-robbery-2012158
"11 Chinese, 10 Ghanaians arrested in anti-galamsey operation in Savannah Region","51 personnel of the Forestry Commission, made up of forest guards from the Buipe and Bole Forest District offices of the Forest Services Division, and three Rapid Response teams, have arrested 11 Chinese and 10 Ghanaians in an intelligence -led anti-illegal mining swoop in the Yakombo Forest Reserve in the Buipe Forest District of the Savannah Region.
The suspects were arrested on December 2,2025, they were rounded up in Compartments 50 and 51 of the Reserve, which is close to Tuntumba in the Bole- Bamboi District.
Galamsey Fight: 1,486 arrested and 443 excavators seized in 2025
The names of the 11 Chinese suspects are: Tang Shao Qi, 28; He Peng,40; Zhou Qin Sar,25; Wu Xu, 39; He Chuang Ye, 45; Cheng Lin 40; Long Xi, 32; Yang Gesheng,51; Zhang Hongzhaojie,34; Zhou Peng, 39 and Wu Yujie, 24.
The 10 Ghanaians also gave their names as: Alhassan Yakubu; Daniel Mba, 33; Pious Kwabena, 20; Emmanuel Amankra,40; Seidu Suleman,44; Sampson Akawuni,22; Thadeus Gideon,27; Mohammed Salim, 21; Mohammed Kanamu, 25; and Saaka Yakubu, 22.
Galamsey in Ghana: How it began, what it has become, and why education must lead the way
Additionally, one Toyota Hilux and two Great Wall pick-up vehicles; three Howo tipper trucks; and one-Man Diesel low-bed truck carrying an excavator, were seized.
All the suspects have been handed over to the Damongo Regional Police for investigations and prosecution, while the seized equipment have been deposited at the Mole National Park which is under the management of the Wildlife Division of the Forestry Commission.
The Yakombo Forest Reserve, which was established in 1974, is the largest in Ghana and covers an area of approximately 1,210km2.
Meanwhile, as the BBC moves the home of its Focus on Africa Podcast to Nairobi, GhanaWeb's Etsey Atisu connected with the host for an exclusive interview on The Lowdown. Watch it here:",,Crime,  3 December 2025,https://www.ghanaweb.com/GhanaHomePage/crime/11-Chinese-10-Ghanaians-arrested-in-anti-galamsey-operation-in-Savannah-Region-2012131
Police shoot dead armed suspect in gunfire exchange,"A man believed to be a criminal has been killed in a gunfire exchange with police in Tamale.
According to a graphic.com.gh report on Wednesday, December 3, 2025, the incident occurred during an operation at the Aboabo Forest Reserve.
Youth of Manso Adimposo storm police station with coffin to demand justice
""The police team reportedly encountered a violent confrontation during an intelligence-led operation at the Aboabo Forest enclave in the Tamale Metropolis.
""While advancing through the area in search of criminal gangs, who were said to be involved in robbery and the trafficking of illicit drugs, the policemen reportedly came under a sudden gunfire attack from a group of the armed suspects,"" the report noted.
Ghana Police Service bolsters security with new armored vehicles
According to the police, they acted in accordance with rules of engagement as well self-defense protocols.
""Acting in line with police rules of engagement and legitimate self-defence protocols, the policemen reportedly returned fire to neutralize the said threat.
""One suspect was struck during the exchange and he died. The remaining armed individuals fled the scene with their weapons as reinforcements closed in,"" the report added.
JKB/AE
Meanwhile, as the BBC moves the home of its Focus on Africa Podcast to Nairobi, GhanaWeb's Etsey Atisu connected with the host for an exclusive interview on The Lowdown. Watch it here:",,Crime,  3 December 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Police-shoot-dead-armed-suspect-in-gunfire-exchange-2012129
Man found dead in suspected suicide case,"A man believed to be a member of the Ghana Drunkards Association has been discovered dead in what authorities suspect to be a suicide at Ablekuma-Olebu in the Anyaa Sowutuom Constituency of the Greater Accra Region.
According to a metrotvonline.com report on December 3, 2025, the associations president, Moses Drybone, disclosed that the deceased had been battling personal difficulties, particularly tensions at home.
He noted that the man had recently expressed frustration over his wifes behaviour, which had deeply affected his emotional wellbeing.
Man commits suicide by jumping from Achimota overhead bridge
Drybone stated that the troubled situation often drove the man away from home to spend time with friends in search of relief.
However, his sudden disappearance for several days raised alarm among acquaintances.
His body was later found hanging in his room, with a sponge fastened around his neck.
39-year-old man found dead in well in suspected act of suicide
Police officers who arrived at the scene retrieved the decomposing body and transferred it to the morgue.
Investigations have commenced to uncover the exact circumstances that led to the tragic incident, the report stated.
MRA/AE
Meanwhile, as the BBC moves the home of its Focus on Africa Podcast to Nairobi, GhanaWeb's Etsey Atisu connected with the host for an exclusive interview on The Lowdown. Watch it here:",,Crime,  3 December 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Man-found-dead-in-suspected-suicide-case-2012082
Read the latest update on trial of 'brutally' murdered immigration officer,"The case involving two suspects: Bright Aweh and Thomas Zigah, in the alleged murder of immigration officer Stephen King Amoah appears to have hit a snag due to the judges absence in court.
The two suspects were brought before the Kaneshie District Court under strict police supervision on Wednesday, December 3, 2025, but the case was adjourned once again to December 17, 2025, with proceedings stalled.
Court issues arrest warrant for new suspect in Immigration Officers murder
Speaking to the media at the court premises, a family member of the late immigration officer confirmed the judges absence and the adjournment of the case.
He expressed his frustration, stating that they had waited in court for the hearing, which eventually did not take place.
According to him, they were informed that the police and court would have to wait for advice from the Attorney General.
We have been sitting and waiting for hours but the judge was absent. The case has been adjourned to December 17 and so, we will show up on that day. We have been told that unless the Attorney General presents his recommendation before the case can proceed.
Since they have yet to receive it, the case will continue to be adjourned and the suspects remanded to prevent them from securing bail. We now await the Attorney Generals advice, he said.
Aweh and Zigah are being held for their alleged involvements in the murder of the late Stephen King Amoah.
On July 3, 2025, Amoah went missing after leaving his home to meet Aweh at Ashongman Estates.
Amoahs body was discovered days later in a drain at Abom Junction. Investigations revealed that the meeting had been arranged following WhatsApp exchanges involving images of cash, allegedly to settle a debt.
Aweh claimed he had given Amoah GH500,000 to pay off a debt and retain the balance, but inconsistencies in his account raised suspicion.
He was initially charged with kidnapping and later arrested for Amoahs murder after police found a bloodstained camouflage fabric and a fufu pestle wrapped in polythene at his residence.
Death of Immigration Officer: Police yet to receive, send report to AG
Zigah was apprehended after weeks of painstaking investigations.
Both Aweh and Zigah have since been charged with conspiracy to murder and murder.
MAG/AE
Father of Ghanaian man who stabbed his mother to death in August speaks",,Crime,  3 December 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Read-the-latest-update-on-trial-of-brutally-murdered-immigration-officer-2012078
Farmer remanded for allegedly raping a deaf and dumb woman in the bush,"A 43-year-old farmer has been remanded into prison custody by the Asante Abuakwa circuit court in the Atwima Nwabiagya South Municipality for raping a deaf and dumb woman in a bush.
Abdulai Yussif pleaded not guilty to the charge of rape and will be brought before the court, presided by Rosemond Dodua Agyiri, on December 11, this year.
Police Detective Chief Inspector Samuel Kyei Baffour prosecuting told the court that Yaa Agbavaon, the 40-year-old victim, lived with her grandmother at Afreseni near Mankranso, in the Ahafo Ano South-West District.
He said, on July 14, this year, at about 1000hours, the victim was on her way to her grandmothers farm and at a section of the path, she noticed that the accused person was behind her.
She stopped and paved way for the accused person, but he suddenly, grabbed her hand, dragged her into the bush, forcibly undressed her and had sex with her.
After the act, the accused person gave the victim GHS 200.00 note and warned her not to tell anybody.
According to the prosecution, the victim proceeded to the farm and reported her ordeal to the grandmother.
A report was made to the Mankranso police, and the accused person was arrested.
In his caution statement, he admitted having raped the victim.
After further investigations he was charged and brought before the court.",,Crime,  3 December 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Farmer-remanded-for-allegedly-raping-a-deaf-and-dumb-woman-in-the-bush-2011991
Two jailed 34 years for robbing two brothers,"Two men who attacked and robbed two brothers at Agbazo have been sentenced to a total of 34 years imprisonment by the Amasaman Circuit Court.
Lawrence Fumato, alias Rasta, 28, and Daniel Dzoka, alias Alkaline, 20, pleaded guilty to conspiring to rob Joseph Npunpir Yakpaiba and his brother, Budali Sulley, of their motorbike, mobile phones and cash.
Akosua Anokyewaa Adjepong, the relieving judge, handed each of them 17 years in prison with hard labour.
They were also ordered to pay for repairs to the Royal motorbike they stole and damaged.
Their accomplice, Nii Aryee, is currently on the run.
Police Chief Inspector Frederick Awuah-Ansah told the Court that the complainants, both factory hands living at Agbazo, were riding home on their unregistered blue Royal 150 motorbike valued at GH17,000 on November 12, 2025, when it developed a fault.
While attempting to fix it, they were attacked by Fumato, who wielded a pair of scissors, and Dzoka, who pulled a pistol.
Yakpaiba was robbed of the motorbike, a Samsung Galaxy A05 valued at GH2,280, an Itel phone valued at GH150, and GH2,500 cash.
Budali was also robbed of his Tecno Spark 8 phone valued at GH1,300 and GH1,500 cash.
The robbers fled, but a police investigation led to the retrieval of the damaged motorbike on November 15, from Nii Aryee, who attempted to sell it.
Fumato and Dzoka were arrested two days later at their residence.
A search recovered the scissors used in the attack, as well as the Samsung Galaxy A05 and Itel phone, which the complainants later identified as theirs.",,Crime,  3 December 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Two-jailed-34-years-for-robbing-two-brothers-2011990
Police launch special operation in Tamale ahead of festive season,"The Northern Regional Police Command has launched a special operation aimed at clamping down on criminal activities in the Tamale Metropolis ahead of the festive season.
According to a statement issued by the police on Tuesday, December 2, 2025, the operation is to enable citizens and residents of the Metropolis to carry out their daily activities without fear.
Ghana Police Service bolsters security with new armored vehicles
The operation is designed to allow residents and visitors to carry out their daily activities without fear. Intelligence-driven raids have led to the arrest of multiple suspects involved in various criminal offenses. These suspects have been processed for court, and their cases are currently before the Tamale Circuit Court, the statement said.
The police further announced that a suspect who engaged the officers in a crossfire situation had been confirmed dead.
The suspect sustained gunshot injuries and was confirmed dead. The body has been deposited at the Tamale Teaching Hospital for autopsy and further investigation, it noted.
Meet Ghana's 'Michael Scofield,' who was more dangerous than Atta Ayi
The Norther Police Command reaffirmed its commitment to combatting crime in the Metropolis.
The Police Command encourages public confidence in the Ghana Police Service as strategic measures continue to combat crime, particularly drug-related activities, it added.
Read the full statement below:
Northern Regional Police Command, in collaboration with the Inspector General of Polices Special Operations Team, has launched an intensified security operation targeting criminal activities within the Tamale Metropolis.
#UTVGhana
pic.twitter.com/BSxIMeGDr7
 UTV Ghana (@utvghana)
December 2, 2025
JKB/AE
Meanwhile, as the BBC moves the home of its Focus on Africa Podcast to Nairobi, GhanaWeb's Etsey Atisu connected with the host for an exclusive interview on The Lowdown. Watch it here:",,Crime,  2 December 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Police-launch-special-operation-in-Tamale-ahead-of-festive-season-2011958
Court remands farmer for allegedly raping deaf and dumb woman,"A 43-year-old farmer, Abdulai Yussif, has been remanded into prison custody after he was accused of raping a deaf and dumb woman in a bush at Asante Abuakwa in the Atwima Nwabiagye South Municipality.
The incident happened on July 14, 2025, when the victim, 40-year-old Yaa Agbavaon, was walking to her grandmothers farm.
According to police reports, she realised Yussif was behind her and stepped aside to allow him to pass.
Instead, he allegedly grabbed her, dragged her into the bush, forced her clothes off, and had sex with her.
After the act, investigators say the suspect handed her a GH200 note and warned her not to speak about what had happened.
She later informed her grandmother, who helped her report the incident to the Mankranso police.
Police say Yussif admitted to the crime in his caution statement.
He was brought before the Asante Abuakwa Circuit Court and remanded.
He is expected to reappear on December 11, 2025.",,Crime,  2 December 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Court-remands-farmer-for-allegedly-raping-deaf-and-dumb-woman-2011939
Two Agbazo robbers jailed 17 years each,"The Amasaman Circuit Court has sentenced two accused persons, Lawrence 'Rasta' Fumato, 28, and Daniel 'Alkaline' Dzoka, 20, for their involvement in a robbery attack on two victims at Agbazo near Golden Exotic Farm, Accra.
The accused persons attacked and robbed the two victims on November 12, 2025, using a pair of scissors.
The items stolen included a Royal 150 motorbike, a Samsung mobile phone, a Tecno Spark 8 phone, an Itel keypad phone, and cash of GH4,000.
They were subsequently arraigned before the Amasaman Circuit Court on November 27, 2025, where they pleaded guilty to all charges: conspiracy to commit robbery and robbery, contrary to Sections 23(1) and 149 of the Criminal Offences Act, 1960 (Act 29).
The court sentenced both convicts to 17 years imprisonment each, with the sentences to run concurrently.
The Accra Regional Police Command has commended the community for its cooperation and encouraged the public to continue supporting police efforts by reporting all criminal activities through emergency numbers 18555 or 191.",,Crime,  2 December 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Two-Agbazo-robbers-jailed-17-years-each-2011810
