"id","title","content","link","published_date","scraped_at"
160,"The Presidency communications newsletter, March 31, 2025","Click below to read the Presidency communications newsletter from March 31, 2025.
ThePresidency_March 31, 2025
#MahamaThePresident
#LetsBuildGhanaTogether","https://presidency.gov.gh/the-presidency-communications-newsletter-march-31-2025/","01 April 2025","2025-12-05T19:45:12.627737"
161,"President Mahama Unveils Road Master Plan to Transform Oti Region.","President John Dramani Mahama has stated that the Oti Region will receive its fair share of resources from the national budget to develop critical infrastructure, including roads, education and health.
Describing this as a top national priority, President Mahama mentioned in his address at a Thank You Tour durbar in Dambai, Oti Region, that these strategic investments are essential for unlocking the full economic potential of the Volta Basin and for Ghana’s overall progress.
The President made these pronouncements while addressing a vibrant durbar of Chiefs and people at the Dambai College of Education, marking the last stop of his ‘Thank You Tour’ across all 16 regions of Ghana.
He assured residents that the vital Eastern Corridor Road, a cornerstone of national transportation, would be fully completed during his tenure. President Mahama recognised that the Oti Region plays a pivotal role as a key transit zone for goods and food between the North and South.
He also announced that the completion of the Nkwanta-Kpassa-Oti Damanko stretch of the Eastern Corridor is fully secured, with contracts already signed and contractors mobilised to the site for immediate commencement.
This commitment was met with enthusiastic cheers from the appreciative audience. Beyond this, the President detailed an extensive list of other critical road projects earmarked for rapid execution. These include:
* Upgrading of Okadjakrom-Kwamekrom Road
* Upgrading of Apotoase-Atonko Road
* Upgrading of Kpassa-Tijansi Road
* Upgrading of Nkwanta-Oti Damanko Road
* Rehabilitation of Hohoe-Jasikan Road
* Rehabilitation of Hohoe-Baika-Jasikan Road
* Construction of Nkwanta-Dambai Road
A significant highlight of his address was his assurance to construct a bridge over the River Oti. President Mahama confirmed that funding for the project has been secured in the mid-year budget, pledging its commencement within the year.
“I will personally return to cut the sod for this bridge, marking the start of a new chapter for connectivity,” he declared.
President Mahama also revealed that technical costing and procurement processes are underway for additional road projects across the Kete-Krachi, Krachi Nchumuru, and Guan Districts.","https://presidency.gov.gh/president-mahama-unveils-road-master-plan-to-transform-oti-region/","27 July 2025","2025-12-05T19:45:12.686491"
162,"SPEECH: President JD Mahama launches National Education Consultative Forums","Let me express my sincerest apologies on behalf of the planning committee of the forum to our stakeholders of the faith-based organisations for the unpardonable omission committed in your delayed invitation to this forum.
Although the omission was quickly remedied, you still deserve an unqualified apology for this oversight. Since you are the purveyors of God’s mercy on earth, I’m sure you are forgiving us.
Thank you very much. We know you are important stakeholders because you own some of the schools, so this educational forum is important to see how we can bring everybody together.
So today, we begin an important journey of consensus-building in an important sector: education. For many years, we’ve watched education standards decline significantly. We have, individually and collectively, expressed our views on how we believe the education sector’s problems can be addressed.
What we have lacked, however, is a unified platform on which the various shades of opinion and perspectives can be combined and distilled to yield the most optimal outcomes for our children.
In the years before my election, I indicated my desire to convene a national dialogue on the best approach to giving Ghanaian children a shot at a better life through quality and relevant education.
I committed to ensuring that all concerned about education in Ghana have an opportunity to contribute meaningfully to shaping the policies and programs that will deliver the kind of education we all want. I’m gratified that this has become a reality. I stand before you today with great pleasure and a deep sense of purpose to officially open the National Education Consultative Forum.
This moment marks a significant step in fulfilling one of the commitments of our 120-day social contract with the good people of Ghana, a commitment to build consensus on the urgent and necessary reforms needed to reset our education sector.
Education is not just a tool for personal development. It is the bedrock upon which the progress and prosperity of any nation rests. It defines the present and determines the future of our country.
Education must remain a tool for empowerment, equality, and transformation in Ghana. It is also an important instrument for social mobility. Education must inspire hope and deliver opportunity for all, whether born in Accra or the most remote part of our nation.
We recognise that the education system we inherited has not kept pace with the needs of 21st-century society and the Fourth Industrial Revolution. As the world evolves, so must our education system. What worked in the past no longer suffices for the challenges and opportunities of today and tomorrow. This realisation has brought us together today. We are united in our belief that education reform is not an option but a necessity.
Ladies and gentlemen, the National Consultative Forum on Education is a platform for bringing all stakeholders together.
Governments, policymakers, teachers, students, parents, traditional leaders, religious leaders, political party representatives, development partners, and all members of civil society.
We are here because we recognise that reimagining Ghana’s education system is not a task that any single entity can undertake alone. Education reform is a shared responsibility, a collective journey that requires all voices, perspectives, and hands on deck.
This consultative process, I believe, will bring out the best solutions born out of dialogue, partnership, and mutual understanding to deal with our current and future challenges.
Our goal today is to engage in an honest and productive discussion about the current state of education in Ghana, to diagnose the challenges, and to craft a bold and actionable roadmap for reform.
Our educational system’s current challenges require strategic priorities, fresh solutions derived from objective, nonpartisan issue analysis, and a renewed sense of urgency. The moment to act together is now, and we must use this forum to answer critical questions such as: How do we ensure that every child in Ghana receives a quality education regardless of where they are born or live?
How do we equip our schools and teachers with the necessary tools and resources to provide a quality education? How do we close the gaps in foundational learning and prepare our students for further studies, the world of work, and future opportunities?
How do we ensure innovative pedagogies, inclusive, engaging, and adaptive pedagogies framed around social-emotional learning and universal design for learning, which are central to our teachers’ classroom practice?
How do we develop an assessment system that promotes critical thinking and problem-solving rather than just regurgitating what was learned? How do we restore school leaders’ autonomy against mutually agreed-upon performance standards? How do we remove excessive political interference in the governance of our education system?
How can we ensure adequate and sustainable financing for education and achieve innovative infrastructure provision at optimal cost?
How do we provide our students with the technical and vocational skills to enter the world of work? Where do we place moral education, patriotism, and family values in our curriculum?
How do we increase the role of faith-based organisations in managing their schools? We expect you to focus on these and many more questions and provide us with answers in the roadmap.
Ladies and gentlemen, the big question at the centre of the issues associated with the aforementioned questions is how to ensure the provision of a balanced education for Ghana’s children and young people, an education that transforms them into globally competitive citizens.
An education system that adequately prepares them and nurtures them as Ghanaians with uncompromising values and character qualities of honesty, creativity, and responsible citizenship, as well as 21st-century problem-solving and critical thinking skills.
An education system that ensures that our leaders, by age 10, are well-grounded and proficient in language literacy, mathematics literacy, scientific literacy, and cultural literacy as the foundation for their future learning.
As we all, as stakeholders, consider educational issues across basic, secondary, and tertiary education, we must remember that quality education not only focuses on developing pupils’ intellects but also ensures holistic personality development.
It develops his heart, mind, and hand for the benefit of himself and the larger society. The mind promotes critical thinking and creativity necessary for productive decision-making.
The heart fosters the moral, emotional, and social orientation needed to strengthen societal and family values, enhance social cohesion, and promote mutual respect.
The hand develops in learners skills and practical competencies necessary for building and strengthening our service and productive sectors of our economy. For this reason, I agree with Ellen G. White, the American author, when she says, and I quote, “Our education takes too narrow and too low a range.”
There is a need for a broader scope and a higher aim. True education means more than just pursuing a certain course of study. It means more than preparing for the life that is now. It has to do with the whole being and the whole period of existence possible to man. It means it refers to lifelong learning. It is the harmonious development of the physical and mental.
It prepares the student for the joy of service in this world. Unquote. Education must prepare our students for service.
That is our task. Finding answers to the questions above and others will inform the discourses of this forum. It must be our collective responsibility to make recommendations that are far-reaching, transformative, and necessary for developing the global Ghanaian.
This is a call to action for every stakeholder present today, every Ghanaian across the country, and every Ghanaian in the diaspora.
Their future depends on our decisions and actions today. I’m happy that some of our members, our citizens from the diaspora, like Professor Champon, have travelled to join us at this forum.
Also, Professor Benega is all the way from Australia. You are all welcome. As a government, we are fully committed to this process.
The outcomes of this conference assure you that your recommendations will not gather dust on a shelf. They will not become symbolic recommendations but form the foundation of a comprehensive reform agenda to build an inclusive, equitable, and transformative education system for Ghana and all Ghanaians.
Therefore, we will prioritise the actionable reforms proposed here, using clear timelines and measurable outcomes to guide our actions.
To build trust and transparency, the public will receive regular updates on progress. We will also increase the allocation of resources to critical areas, including foundational learning, with a focus on the four literacies I mentioned: language, mathematics, science, and culture.
Teacher education and capacity development would also receive attention. Infrastructure development and education technology were also included. There was a deepened partnership with parents, traditional authorities, and local communities. I’m happy that the Honorable Education Minister has already announced that PTAs can engage with schools.
The children at the schools are properly managed. PTAs can start to do their work by engaging with the schools to deepen their management. We should deepen partnerships with parents, traditional authorities, and local communities to support every child’s learning journey through the practice of learning teams.
To ensure that school leaders have the autonomy to perform their duties against a national school leader standard, we shall work with stakeholders, including the Conference of Heads of Assisted Secondary Schools and other teachers’ unions, to develop.
We aim to prioritise research and its evidence in decision-making. Additionally, we will continue the teacher transformation initiatives that began in 2014 under the T-TEL project, ensuring that this transformation is implemented across all sectors of the education system, including TVET.
Ladies and gentlemen, as we embark on this crucial dialogue, let us not lose sight of the bigger picture. The task before us is not merely about fixing what is broken but about constructing an education system that is fit for purpose in today’s dynamic world.
Let us envision an education system where every child, regardless of their background, has the opportunity to achieve their full potential.
Let us envision an education system where teachers are celebrated, supported, and empowered to inspire the next generation.
Let us envision an education system in which schools are the centres of innovation and learning that prepare students for not just exams but lifelong learning.
This vision must drive our discussions and decisions today and tomorrow during this forum.
Distinguished ladies and gentlemen, as I officially open this National Consultative Forum on Education, I urge each of you to approach this task with objectivity, courage, creativity, and an unwavering commitment to our nation’s future.
Let us be bold in our ideas, collaborative in our approach, and relentless in our pursuit of excellence.
Together, we can build an education system that resonates with ordinary Ghanaians’ aspirations and prepares our nation for the challenges and opportunities of the 21st century.
The future of this country is in our hands. Let us seize this moment and work together to create a legacy of hope, opportunity, and transformation for future generations. One resolution at a time, one transformation at a time, Ghana will win in developing this country’s young people for service.
Thank you.","https://presidency.gov.gh/speech-president-jd-mahama-launches-national-education-consultative-forums/","18 February 2025","2025-12-05T19:45:12.760121"
163,"Helicopter crash: President Mahama addresses nation; memorial service on Saturday","President John Dramani Mahama, on behalf of the government and the people of Ghana, has expressed condolences to the families of eight cherished citizens of Ghana who died in the Air Force helicopter crash at Adansi Akrofuom in the Ashanti region on Tuesday, 6th August 2025.
He announced that a Board of Inquiry has been constituted to conduct transparent investigations into the cause of the tragedy.
“I want to assure the families and the nation that the Ghana Armed Forces has initiated a full and transparent investigation into the circumstances of this crash.”
President Mahama, who was addressing the nation on Thursday night, added that the government is in close touch with the bereaved families about DNA tests being conducted for identification of the bodies and final interment.
He announced that an evening of Reflections and Memorial will be held at the forecourt of the State House in honour of our departed men on Saturday.
The President also disclosed that an inter-denominational state funeral will be held for all eight heroes at the Black Star Square on 15th August.
Mr Mahama called for unity at this moment of national grief and prayers for the families of the deceased.
“This is not a me for division, speculation, or political point-scoring. It is a testament to the strength, empathy, and the enduring Ghanaian spirit that still stands tall when all else fails. Let our words be of comfort, our actions be of kindness, and our unity be the tribute we offer to those whose lives have been lost.”
He continued, “In this moment of national grief, let us remember that we are, above all, Ghanaians. Let us set aside our differences and offer our collective compassion to the bereaved families… This is not a me for division, speculation, or political point-scoring.”
Books of condolence will be opened simultaneously at the Ministry of Defence, the Ministry of Environment, Science and Technology, the Ministry of Foreign Affairs, the Ghana Armed Forces Headquarters, the National Democratic Congress headquarters, and the head office of NADMO, from Sunday, 10th August to Thursday, 14th August 2025.","https://presidency.gov.gh/helicopter-crash-president-mahama-addresses-nation-memorial-service-on-saturday/","08 August 2025","2025-12-05T19:45:12.824481"
164,"President Mahama inaugurates Joint National Cyber Security Committee.","President John Dramani Mahama has inaugurated an 18-member Joint Cyber Security Committee (JCC) at a ceremony in Burma Camp to launch the National Cyber Security Awareness Month 2025.
Speaking at the ceremony on the theme “Building a Safe, Informed and Accountable Digital Space”, Mr Mahama said the committee, which includes representatives from various security and intelligence units, will ensure coherence, coordination, and proactive measures in the national defence architecture.
“Cybersecurity must not be fragmented. It demands unity of purpose, a clear strategy, and disciplined education. Cyber-crime ignores borders,” he stated.
The President continued, “A hacker in one country can breach systems halfway across the world within seconds, and that is why Ghana cannot act alone. We must collaborate with the rest of the world.”
President Mahama noted that Ghana is already a signatory to both the Malabo and Budapest Conventions on Cybercrime. He disclosed that Ghana will take another historic step this month to ratify and sign the United Nations Convention on Cybercrime.
“This treaty equips us with new tools to investigate attacks, prosecute cyber criminals, and protect critical information infrastructure.”
He said that through school-based curricula, community training, and public awareness campaigns, perceptions about cybersecurity will be demystified.","https://presidency.gov.gh/president-mahama-inaugurates-joint-national-cyber-security-committee/","01 October 2025","2025-12-05T19:45:12.882246"
165,"AFRICAN UNION: Mahama calls for collective action on reparations","President John Dramani Mahama has called upon his fellow heads of state to collectively act in securing justice for Africans and individuals of African descent through reparations.
Launching the African Union theme for 2025 at the ongoing 38th Ordinary Session of the Assembly of the African Union in Addis Ababa, President Mahama said pursuing justice requires stronger legal and institutional mechanisms at national, regional, and international levels.
“We must continue to advocate for stronger legal and institutional mechanisms… to ensure that justice for the historical trauma inflicted on global Africa is not just a conversation, but a reality,” he said.
The African Union is dedicating the year to efforts to address historical injustices and their lingering consequences, which have impacted generations of Africans and people of African descent. The theme is “Justice for Africans and People of African Descent through Reparations.”
The initiative, as President Mahama noted, aligns with the AU’s Agenda 2063 for an integrated, peaceful, and prosperous continent.
The initiative aims to mobilise political will, foster partnerships, engage stakeholders, elevate awareness, encourage dialogue, and bring an end to the culture of silence and denial surrounding racism and colonialism.
President Mahama stated that the Accra Reparations Conference in November 2023 reaffirmed the necessity for comprehensive reparatory justice and resulted in the establishment of stronger advocacy and policy frameworks.
He explained that achieving justice requires collaboration among European member states, regional economic communities, the global African dias
President Mahama said the devastating effects of the transatlantic slave trade, colonialism, apartheid, genocide, and neo-colonial exploitation have resulted in economic disparities, social inequality, systemic discrimination, and racial prejudices.
He noted that the transatlantic slave trade was one of the most heinous crimes against humanity, spanning about 400 years and forcibly displacing more than 12.5 million Africans.
For instance, President Mahama said an estimated two million Africans perished during the middle passage alone, adding that the legacy of this brutal system, along with colonialism, apartheid, genocide, and new colonial exploitation, has left deep and endurance cast on the fabric of our societies.
“The economic impact of colonialism on Africa has been profound, with the continent losing trillions of dollars in both human and material resources due to colonial exploitation,” President Mahama said.
President Mahama noted that the descendants of enslaved Africans continue to face economic disparities, social inequality, systemic discrimination, and racial prejudices.
He said addressing these challenges requires more than just acknowledging them. “It demands action. We must continue to advocate for stronger legal and institutional mechanisms at the national, regional, and international levels to ensure that justice for the historical trauma inflicted on global Africa is not just a conversation but a reality.”","https://presidency.gov.gh/african-union-mahama-calls-for-collective-action-on-reparations/","15 February 2025","2025-12-05T19:45:12.948778"
166,"Singapore, Ghana to deepen green and agribusiness partnership.","Ghana and Singapore on Wednesday discussed cooperation in sustainable development and value-added agriculture, anchoring their talks around a pioneering carbon markets agreement and plans to scale agro-processing and jobs in Ghana.
Speaking during bilateral talks with President John Dramani Mahama in Singapore, President Tharman Shanmugaratnam said, “the first Asian country to sign the implementation of a carbon credit agreement with Ghana and the first in Africa, is Singapore,” casting the deal as a platform to channel investment into low-carbon growth.
He added that “other areas of interest are agribusiness, downstream processing of products like cashew, cocoa… and we are ready and glad to pursue them together.”
President John Mahama, who is on a three-day State Visit, stated that Ghana is targeting job creation through a twin push in modern agriculture and services.
“On tackling the challenge with jobs, agribusiness has space for work and lots of employment, and we have, as part of our Reset Agenda, put a lot of focus on it,” he said.
“Ghana has more than enough arable land for farming,” he added, highlighting the Volta Economic Corridor: “We have over 2 million hectares of land along the river for development into agro-processing parks, irrigated lands, etc., and that surely will be another game changer under our Resetting Ghana and the 24-hour economy programme.”
Mahama also pointed to the “creative and digital services” economy as a rapid employer for Ghana’s youth. The sector, he said, “employs faster and creates 5 jobs easily before a job is created in the traditional job markets.”
Tharman acknowledged that “jobs are a challenge, but that’s also something you are dealing with,” he said, underscoring Singapore’s interest in helping develop SMEs alongside green and agro-industrial projects.
Mahama framed the broader partnership as part of Ghana’s role in Africa’s economic opening under the AfCFTA, while congratulating Singapore on 60 years of independence.
“We are stabilising the economy,” he said, and the next phase is to convert stability into sustainable, job-rich growth through green finance, downstream processing and digital opportunity.","https://presidency.gov.gh/singapore-ghana-to-deepen-green-and-agribusiness-partnership/","27 August 2025","2025-12-05T19:45:13.009682"
167,"Mahama reaffirms commitment to technology-driven transport for jobs and growth.","President John Dramani Mahama has underscored his administration’s unwavering commitment to modernising Ghana’s transport sector, pledging robust reforms to create jobs, boost trade, and align national development with global and continental frameworks.
In a speech to open the inaugural Ghana Transport and Logistics Fair 2025 on Wednesday, President Mahama referenced his 2024 campaign manifesto and the Resetting Ghana Agenda to emphasise his government’s commitment to safety, accessibility, innovation, and sustainability in the transport and logistics sector.
“My administration is truly committed to building a safe, accessible, and technology-driven transport system that creates jobs, promotes trade, and aligns with the Sustainable Development Goals and the African Union’s Agenda 2063.”
The three-day event, themed “Resetting Ghana’s Transport Sector for Improved Connectivity, Innovation, and Investment,” is taking place at the World Trade Centre in Accra and is organised by the Ministry of Transport with support from key sector players, including the Ghana Ports and Harbours Authority, Ghana Shippers Authority, Ghana Railways, and the Ghana Civil Aviation Authority.
The fair is convening industry leaders, innovators, policymakers, and investors to showcase advancements and attract investment in an integrated transport and logistics system.
President Mahama described the event as a landmark initiative, not just a simple gathering, but a statement of shared resolve to transform Ghana’s transport and logistics sector.
“Transport, as everyone knows, is the lifeblood of every economy. It leads to new opportunities, opens markets for goods and services, boosts productivity, and promotes inclusive national development,” he said.
He also stressed the importance of public-private collaboration in transforming the sector, aiming to enhance the efficiency of the movement of people, goods, and services.
The President outlined clear and ambitious priorities, including the modernisation of rail, road, maritime, and aviation systems, and the enhancement of intermodal connectivity to ensure seamless passenger and freight movement across Ghana and into the wider sub-region.
Addressing climate concerns, President Mahama noted ongoing efforts to decarbonise transport, expand electric mobility infrastructure, and promote climate-smart investments to lower emissions and protect the environment.
As part of these reforms, a strong regulatory framework is being established to oversee the safe and responsible operation of motorcycles and tricycles, popularly known as ‘Okada’, ensuring fare-paying passenger services whilst extending affordable and efficient mass public transport systems.
The Ghana Transport and Logistics Fair 2025 stands as a testament to the government’s resolve to deliver a future-ready transport system, generate employment, and position Ghana as a regional leader in sustainable and innovative mobility solutions.","https://presidency.gov.gh/mahama-reaffirms-commitment-to-technology-driven-transport-for-jobs-and-growth/","22 October 2025","2025-12-05T19:45:13.070734"
168,"President Mahama commissions the Damongo Camp Prison.","President John Dramani Mahama has commended The Church of Pentecost for assisting the Ghana Prisons Service with three modern facilities at Ejura, Nsawam, and Damongo.
The President was speaking when he commissioned a 300-capacity correctional centre built by the Church at Damango, the Savana regional capital, on Wednesday.
He said the event marks not only the opening of a correctional facility, but also the unveiling of a very powerful symbol of hope, redemption, and partnership for national renewal.
“This project demonstrates what can be achieved when the state, the Church, and the community come together in service to humanity.”
President Mahama added, “It affirms a timeless truth that nation building is not the sole responsibility of government, but a collective moral endeavour of all who believe in the inherent dignity and potential of every human being”.
He reiterated the government’s decision to expand the Ghana Prisons Service’s contribution to national development by providing logistics to undertake large-scale farming, poultry, and vegetable production as part of a wider prison reform programme.
This, he said, will not only increase food production but generate income to sustain the Service and equip inmates with practical skills for life after their incarceration.
“The Ghana Prisons Service will actively contribute to the 24-hour economy by running prison industries around the clock. This will include manufacturing, sewing school uniforms, producing furniture, agro-processing, and other goods, both for government use and for the open market,” he added.
The President announced an increase in the daily feeding allowance for inmates.
“We’ve increased the daily feeding rate for inmates from GHS 1.80 to GHS 5.00. This will provide better nutrition for those incarcerated. This is not charity, it is justice. It reflects our belief that dignity should never be dependent on one’s circumstances.”
President Mahama also announced that he would provide the Damongo Camp Prisons with a 66-seater bus to facilitate staff movement.
“On behalf of the Government and People of Ghana, I wish to express our deep gratitude to Apostle Eric Nyamekye, the Chairman of The Church of Pentecost, the leadership and members of the Church of Pentecost, for your faith in humanity, your partnership with the state, your belief in Mandela’s dictum, that ‘society’s greatness is measured by how it treats its most vulnerable citizens.”
The Chairman of The Church of Pentecost, Apostle Dr Eric Nyamekye, said their primary objective is to raise disciples of Christ, who would impact their world with righteousness. He added that the Church regards the prison camps as a ‘Kingdom Project’, designed not only to save souls but also to foster the transformation of society.","https://presidency.gov.gh/president-mahama-commissions-the-damongo-camp-prison/","06 November 2025","2025-12-05T19:45:13.133743"
169,"Helicopter Crash: Gov’t opens book of condolence.","Books of condolence to be opened simultaneously at the Ministries of Defence, Environment, Science and Technology, and Foreign Affairs, the Ghana Armed Forces Headquarters, the National Democratic Congress headquarters, and the head office of NADMO, from Sunday, 10th August to Thursday, 14th August 2025.
May their souls rest in perfect peace.","https://presidency.gov.gh/helicopter-crash-govt-opens-book-of-condolence/","08 August 2025","2025-12-05T19:45:13.198797"
170,"Ghana Armed Forces Set for Major Expansion: 12,000 New Recruits & National Service Military Training Announced.","Defence Minister Dr. Edward Kofi Omane Boamah today announced an ambitious plan to recruit Twelve Thousand (12,000) personnel into the Ghana Armed Forces (GAF) over the next three and a half years.
The Minister made the announcement when he took his turn at the Government #AccountabilitySeries, where he restated the government’s commitment to a fair and equitable recruitment process.
New recruitment guidelines, prioritising merit and set to ensure even distribution across all regions of the country, will be made public by August 2025.
Complementing the GAF expansion, the Minister also announced the upcoming launch of the National Service Emergency Response Readiness Programme. This innovative initiative will offer military training to Ten Thousand (10,000) National Service volunteers, commencing August 2025.
While participation in the National Service Emergency Response Readiness Programme is optional, Dr. Omane Boamah strongly encouraged eligible young Ghanaians to seize this unique opportunity to develop critical skills, discipline, and contribute to national preparedness.
The Minister provided updates on investigations into past recruitment scams. He reiterated President John Dramani Mahama’s directive that joining the Ghana Armed Forces will be strictly based on merit, not financial inducement.
The Minister disclosed key findings from ongoing audits and investigations:
– Investigations revealed that 34 trainees from Regular Career Course (RCC) 64, despite initially breaching enlistment procedures, were pardoned after completing a year of rigorous training.
– A total of 210 individuals across Regular Career Course (RCC) 64, RCC 65, and Short Service Commission (SSC) 62 were identified as having failed to meet essential eligibility criteria.
– The Minister confirmed that no new recruitment exercise for soldiers (non-officers) has taken place since October 2021.
– The Army Recruits Training School (ARTS) has not trained personnel for the past 17 months, and an audit further uncovered that 2,872 potential Army recruits are currently awaiting training. The Ministry is actively addressing these issues to ensure timely induction and training for qualified individuals.
The Minister for Defence warned the public against engaging with fraudsters and scammers who demand money for enlistment. All official recruitment procedures will be transparent and announced publicly through legitimate government channels.","https://presidency.gov.gh/ghana-armed-forces-set-for-major-expansion-12000-new-recruits-national-service-military-training-announced/","21 July 2025","2025-12-05T19:45:13.265465"
171,"Mahama swears in CDS and others as members of the Armed Forces Council","President John Dramani Mahama has sworn in the recently appointed military service commanders as members of the Armed Forces Council.
The ceremony, held at the Ministry of Defence, preceded a meeting of the Council to consider several issues, including promotions and retooling of the Ghana Armed Forces.
The newly sworn-in officers are Major General William Agyapong, Chief of Defence Staff, Major General Lawrence Kwaku Gbetanu, Chief of Army Staff, Real Admiral Godwin Livinus Bessing, Chief of Naval Staff and Air Vice Marshall Eric Agyen-Frempong, Chief of Air Staff.
The event was attended by other members of the Armed Forces Council, including Minister for Defence Dr. Edward Omane Boamah, Minister for the Interior Alhaji Mohammed Muntaka, and Minister for Foreign Affairs Samuel Okudzeto Ablakwa. Secretary to the President Dr. Callistus Mahama, President Advisor, and Special Aide to President Joyce Bawah Mogtari were also present.
#MahamaThePresident
#ResettingGhana
#PromisesDelivered","https://presidency.gov.gh/mahama-swears-in-cds-and-others-as-members-of-the-armed-forces-council/","25 April 2025","2025-12-05T19:45:13.325628"
172,"President Mahama joins Otumfuo Osei Tutu II to celebrate Akwasidae","President John Dramani Mahama, accompanied by the National Chairman of the National Democratic Congress (NDC), Johnson Asiedu Nketia, on Sunday, January 18, 2025, participated in the first Akwasidae festival of 2025. In his remarks, Mr. Mahama promised to prioritise the completion of the Sewua Hospital and the Afari Military Hospital projects to ease the pressure on the Komfo Anokye Teaching Hospital. “Lately, I have heard you complain about underdevelopment in the Ashanti region, and rightly so because, as you have said, the Ashanti region is the second most populous in Ghana.” President Mahama joins Otumfuo Osei Tutu II to celebrate Akwasidae. “We built roads, markets, schools and many hospitals, some of which we did not complete, and extended electricity and water to many homes. You can count on me,” he assured.","https://presidency.gov.gh/mahama-akwasidae-ashanti-development/","20 January 2025","2025-12-05T19:45:13.390398"
173,"President Mahama sets up 8-member team to plan Constitution Review","President John Dramani Mahama has announced an eight-member team chaired by Professor H. Kwasi Prempeh, Executive Director of CDD-Ghana, to work towards the review of the 1992 constitution. Other members of the committee are Justice Sophia Adinyira, a former Supreme Court Judge; Professor Kwame Karikari; Mrs Charlotte Osei; Dr Godwin Djokoto; Ibrahim Tanko Amidu; Dr Esi Ansah; and Dr Rainer Akumperigeya.","https://presidency.gov.gh/mahama-forms-constitution-review-committee/","19 January 2025","2025-12-05T19:45:13.453626"
174,"Mahama applauds Bank of Ghana’s recovery; swears in second deputy governor.","President John Mahama has praised the Bank of Ghana (BoG) for its progress in implementing essential reforms to restore stability and professionalism to the nation’s economy. His commendation came after Matilda Asante Asiedu was sworn in as the Second Deputy Governor of the central bank.
President Mahama emphasised the positive signs of recovery, noting a gradual restoration of investor confidence. He highlighted the recent performance of the Ghanaian Cedi, which has appreciated by approximately 3.16% in the interbank market and about 5% in the Forex Bureau market over the last quarter.
The President also noted the moderation of inflation, indicating a significant reversal of the volatility experienced last year.
“The economy we inherited was deeply distressed. Investor confidence had plummeted, inflation was soaring, the Cedi had sharply depreciated, and our debt situation was precarious,” President Mahama stated.
He further explained how the Domestic Debt Exchange Programme (DDEP) had initially strained the financial system, impacting liquidity, confidence, and stability.
He attributed the recent progress to disciplined and coordinated institutional action under Governor Dr. Johnson Asiama, his deputy, and the Bank of Ghana’s management team.
“These gains are not accidental. They are a result of careful monetary tightening, improved foreign exchange liquidity, and better synchronisation of fiscal and monetary policy frameworks,” the President noted.
Expressing confidence in the newly sworn-in Deputy Governor, Matilda Asante Asiedu, President Mahama said her expertise would complement the ongoing efforts at the Bank of Ghana.
He also highlighted the significance of the staff-level agreement with the International Monetary Fund (IMF) during the fourth review of the extended credit facility programme. “This reflects growing international confidence in our reforms and the credibility of our economic governance,” he stated.
President Mahama also expressed optimism about the ongoing implementation of Public Financial Management systems by the finance minister. He anticipates that these measures, including efforts to increase domestic revenue mobilisation, streamline public expenditure, and restore fiscal discipline, will further contribute to his vision of resetting the economy, creating jobs, and improving the lives of Ghanaians.
The second deputy governor, Matilda Asante Asiedu, expressed gratitude to President Mahama for the trust placed in her and pledged her full commitment to his vision.
“To be called to serve at this level, at such a crucial moment in our nation’s economic history, is both an honour and a solemn duty, and I do not take it lightly at all,” she affirmed.","https://presidency.gov.gh/mahama-applauds-bank-of-ghanas-recovery-swears-in-second-deputy-governor/","02 May 2025","2025-12-05T19:45:13.517533"
175,"Mahama extols Pope Leo XIV in meeting Catholic Church leaders.","President John Dramani Mahama has extended his congratulations to Pope Leo XIV on his election as the head of the Roman Catholic Church. The President’s message was delivered during a courtesy call by a 20-member delegation from the Ghana Catholic Bishops’ Conference (GCBC), led by its President, Most Reverend Matthew Kwasi Gyamfi, Bishop of Sunyani.
President Mahama conveyed the condolences of the government and people of Ghana on the passing of Pope Francis, remembering him as a man deeply interested in Africa.
“I had the opportunity to meet him, and I was personally touched by his down-to-earth nature and keen interest in our continent,” the President stated. “He knew so much about Africa, and he was virtually interrogating me about it.”
Turning to the election of Pope Leo XIV, President Mahama expressed hope that the new Pontiff would “walk in the footsteps of Pope Francis.” He added, “We are happy at the quick succession and the person who has succeeded.”
He highlighted Pope Leo’s background in South America as valuable preparation for his new role.
The Catholic leaders visit served a dual purpose: to congratulate President Mahama on his decisive victory in the December 7, 2024, general election and to raise critical national issues.
Key concerns presented to the President included the escalating problem of illegal mining (“galamsey”), the ongoing education reform efforts, and broader governance and electoral reforms crucial for national development.
The Bishops’ Conference declared its support for the president’s efforts to tackle the galamsey menace, urging the government to impose a limited state of emergency in all affected zones to temporarily suspend all mining activities, deploy military engineering units for the reclamation of degraded mining areas, and restore lawful local governance.
Most Reverend Matthew Gyamfi, President of the Conference, stated that they are weighed down by the devastation caused by illegal mining, which started as a subsistence activity but has escalated into a threat of national proportions.
He noted that recent data indicate that over 4,000 hectares of the nation’s forest cover have been lost in just two years, adding that rivers such as Pra, Offin, and Ankobra have become bywords for environmental collapse due to the activities of illegal miners.
“Now, this ecological damage is grave, but the socio-moral disintegration it breeds is just as perilous. We believe we must act now and immediately, not only with force but with foresight,” Most Rev. Gyamfi said.
“Enforcement, we believe, must be balanced by credible and sustainable alternatives for those driven by desperation.”","https://presidency.gov.gh/mahama-extols-pope-leo-xiv-in-meeting-catholic-church-leaders/","25 May 2025","2025-12-05T19:45:13.585176"
